Tag No,Old No,T1,T2,X,Y,Family,genus,species,Old Tree Notes,"D 2013.1","POM 2013.1","F1 2013.1","F2 2013.1","Height 2013.1","F5 2013.1","F3 2013.1","F4 2013.1","LI 2013.1","CI 2013.1","Census Notes 2013.1","D 2014.2","POM 2014.2",F1,F2,"Height 2014.2",F5,F3,F4,"LI 2014.2","CI 2014.2",Tree ID,"D 2015.1","POM 2015.1",F1,F2,"Height 2015.1",F5,F3,F4,"LI 2015.1","CI 2015.1",Census Notes,Tree ID,New Tag No
818,,24,,,,Melastomataceae,Miconia,setulosa,,210,1300,a,1,7,4,0,0,0,1,,249,1300,ch,1,,,0,0,,,1106200,222,1300,ch,1,9000,,0,0,0,3a,,1106200,
819,,24,818,,,Melastomataceae,Miconia,setulosa,,168,1300,a,1,6,4,0,0,0,1,,167,1300,ch,1,,,0,0,,,1106201,167,1300,ch,1,9000,,0,0,0,3a,,1106201,
820,,24,,,,Cunoniaceae,Weinmannia,fagaroides,,463,1300,a,1,10,4,0,0,0,1,,460,1300,a,1,,,0,0,,,1106202,451,1300,g,1,12000,,0,0,0,3b,,1106202,
821,,24,,,,Clethraceae,Clethra,cuneata,,204,1300,a,1,7,4,0,0,0,1,,205,1300,a,1,,,0,0,,,1106203,202,1300,fh,1,10000,,0,0,0,4,,1106203,
822,,24,,,,Cunoniaceae,Weinmannia,fagaroides,,298,1300,a,1,6,4,0,0,0,1,,298,1300,a,1,,,0,0,,,1106204,297,1300,e,1,8000,,0,0,0,3b,,1106204,
823,,24,,,,Symplocaceae,Symplocos,psiloclada,,207,1300,a,1,8,4,0,0,0,1,,210,1300,a,1,,,0,0,,,1106205,211,1300,a,1,9000,,0,0,0,4,,1106205,
824,,24,,,,Clethraceae,Clethra,cuneata,,118,1300,a,1,6,4,0,0,0,1,,120,1300,c,1,,,0,0,,,1106206,121,1300,a,1,8000,,0,0,0,4,,1106206,
825,,24,,,,Symplocaceae,Symplocos,psiloclada,,130,1300,a,1,7,4,0,0,0,1,,132,1300,a,1,,,0,0,,,1106207,132,1300,a,1,6000,,0,0,0,3a,,1106207,
826,,24,,,,Clethraceae,Clethra,cuneata,,224,1300,a,1,7,4,0,0,0,1,,224,1300,c,1,,,0,0,,,1106208,227,1300,c,1,9000,,0,0,0,3b,,1106208,
827,,24,,,,Lauraceae,Persea,ruizii,,117,1300,a,1,7,4,0,0,0,1,,117,1300,a,1,,,0,0,,,1106209,113,1300,a,1,8000,,0,0,0,3b,,1106209,
828,,24,,,,Cunoniaceae,Weinmannia,fagaroides,,252,1300,a,1,7,4,0,0,0,1,,254,1300,c,1,,,0,0,,,1106210,256,1300,a,1,11000,,0,0,0,4,,1106210,
829,,24,,,,Clethraceae,Clethra,cuneata,,217,1300,a,1,8,4,0,0,0,1,,220,1300,a,1,,,0,0,,,1106211,222,1300,a,1,10000,,0,0,0,4,,1106211,
830,,24,,,,Melastomataceae,Miconia,setulosa,,105,1300,a,1,5.5,4,0,0,0,1,,103,1300,a,1,,,0,0,,,1106212,103,1300,a,1,5000,,0,0,0,2c,,1106212,
831,,24,,,,Symplocaceae,Symplocos,psiloclada,,115,1300,a,1,5,4,0,0,0,1,,119,1300,c,1,,,0,0,,,1106213,120,1300,ci,1,7000,,0,0,1,3a,,1106213,
832,,24,,,,Symplocaceae,Symplocos,psiloclada,,130,1300,a,1,5,4,0,0,0,1,,137,1300,c,1,,,0,0,,,1106214,141,1300,c,1,8000,,0,0,1,3b,,1106214,
833,,25,,,,Melastomataceae,Miconia,setulosa,,182,1300,a,1,9,4,0,0,0,1,,185,1300,c,1,,,0,0,,,1106215,187,1300,c,1,7000,,0,0,2,2c,,1106215,
834,,25,,,,Primulaceae,Myrsine,dependens,,117,1300,a,1,4,4,0,0,0,1,,121,1300,c,1,,,0,0,,,1106216,143,1300,cg,1,6000,,0,0,2,3a,,1106216,
835,,25,,,,Primulaceae,Myrsine,dependens,,104,1300,a,1,5,4,0,0,0,1,,107,1300,c,1,,,0,0,,,1106217,106,1300,cqm,1,7000,,0,0,2,3a,,1106217,
836,,25,,,,Cunoniaceae,Weinmannia,fagaroides,,144,1300,a,1,5,4,0,0,0,1,,145,1300,c,1,,,0,0,,,1106218,146,1300,c,1,7000,,0,0,0,3a,,1106218,
837,,25,,,,Primulaceae,Myrsine,dependens,,122,1300,a,1,8,4,0,0,0,1,,125,1300,ch,1,,,0,0,,,1106219,125,1300,ch,1,6000,,0,0,0,2c,,1106219,
838,,25,837,,,Primulaceae,Myrsine,dependens,,158,1300,a,1,8,4,0,0,0,1,,156,1300,ch,1,,,0,0,,,1106220,159,1300,ceg,1,7000,,0,0,1,2c,,1106220,
839,,25,,,,Clethraceae,Clethra,cuneata,,117,1300,a,1,8,4,0,0,0,1,,122,1300,a,1,,,0,0,,,1106221,122,1300,a,1,7000,,0,0,0,4,,1106221,
840,,25,,,,Clethraceae,Clethra,cuneata,,195,1300,a,1,8,4,0,0,0,1,,200,1300,a,1,,,0,0,,,1106222,201,1300,a,1,11000,,0,0,0,5,,1106222,
841,,25,,,,Clethraceae,Clethra,cuneata,,113,1300,a,1,5,4,0,0,0,1,,115,1300,c,1,,,0,0,,,1106223,116,1300,a,1,9000,,0,0,0,4,,1106223,
842,,25,,,,Melastomataceae,Miconia,setulosa,,172,1300,a,1,6,4,0,0,0,1,,174,1300,c,1,,,0,0,,,1106224,177,1300,c,1,9000,,0,0,1,3b,,1106224,
843,,25,842,,,Melastomataceae,Miconia,setulosa,,105,1300,a,1,7,4,0,0,0,1,,106,1300,ah,1,,,0,0,,,1106225,106,1300,c,1,8000,,0,0,1,3b,,1106225,
844,,25,,,,Symplocaceae,Symplocos,psiloclada,,111,1300,a,1,7,4,0,0,0,1,,100,1300,c,1,,,0,0,,,1106226,101,1300,c,1,7000,,0,0,0,2c,,1106226,
845,,25,,,,Primulaceae,Myrsine,dependens,,111,1300,a,1,6,4,0,0,0,1,,110,1300,c,1,,,0,0,,,1106227,112,1300,c,1,11000,,0,0,0,2c,,1106227,
846,,25,,,,Cunoniaceae,Weinmannia,fagaroides,,550,1300,a,1,9,4,0,0,0,1,,550,1300,a,1,,,0,0,,,1106228,550,1300,igz,1,8000,,0,0,0,3a,,1106228,
847,,25,,,,Clethraceae,Clethra,cuneata,,396,1300,a,1,10,4,0,0,0,1,,396,1300,a,1,,,0,0,,,1106229,396,1300,fg,1,10000,,0,0,0,4,,1106229,
848,,25,,,,Primulaceae,Myrsine,dependens,,169,1300,a,1,6,4,0,0,0,1,,170,1300,c,1,,,0,0,,,1106230,0,1300,0,bps,0,,0,0,,,,1106230,
849,,25,,,,Symplocaceae,Symplocos,psiloclada,,210,1300,a,1,8,4,0,0,0,1,,212,1300,c,1,,,0,0,,,1106231,215,1300,c,1,9000,,0,0,0,4,,1106231,
850,,25,,,,Primulaceae,Myrsine,dependens,,145,1300,a,1,5,4,0,0,0,1,,145,1300,ch,1,,,0,0,,,1106232,144,1300,ch,1,7000,,0,0,0,2a,,1106232,
851,,25,,,,Primulaceae,Myrsine,dependens,,119,1300,a,1,5,4,0,0,0,1,,111,1300,c,1,,,0,0,,,1106233,119,1300,c,1,5000,,0,0,0,2c,,1106233,
852,,25,,,,Clethraceae,Clethra,cuneata,,160,1300,a,1,10,4,0,0,0,1,,164,1300,a,1,,,0,0,,,1106234,167,1300,a,1,10000,,0,0,1,4,,1106234,
853,,25,,,,Symplocaceae,Symplocos,psiloclada,,163,1300,a,1,5,4,0,0,0,1,,164,1300,d,1,,,0,0,,,1106235,0,1300,0,k,0,,0,0,,,,1106235,
854,,25,853,,,Symplocaceae,Symplocos,psiloclada,,116,1300,a,1,5,4,0,0,0,1,,119,1300,ch,1,,,0,0,,,1106236,0,1300,0,k,0,,0,0,,,,1106236,
855,,25,,,,Clethraceae,Clethra,cuneata,,251,1300,a,1,14,4,0,0,0,1,,256,1300,a,1,,,0,0,,,1106237,256,1300,a,1,12000,,0,0,0,4,,1106237,
856,,25,,,,Clethraceae,Clethra,cuneata,,437,1300,a,1,15,4,0,0,0,1,,444,1300,a,1,,,0,0,,,1106238,445,1300,a,1,12000,,0,0,0,4,,1106238,
