Tag No,Old No,T1,T2,X,Y,family,genus,species,Old Tree Notes,"D 
2013.2","POM 
2013.2","F1 
2013.2","F2 
2013.2","Height 
2013.2","F5 
2013.2","F3 
2013.2","F4 
2013.2","LI 
2013.2","CI 
2013.2","Census Notes 
2013.2","D 
2014.2","POM 
2014.2",F1,F2,"Height 
2014.2",F5,F3,F4,"LI 
2014.2","CI 
2014.2","Census Notes 
2014.2",Tree ID,"D 
2015.2","POM 
2015.2",F1,F2,"Height 
2015.2",F5,F3,F4,"LI 
2015.2","CI 
2015.2",Census Notes,Tree ID,New Tag No
273,,10,,,,Apocynaceae,Aspidosperma,rigidum,,114,1300,e,1,10,4,0,0,,,,114,1300,e,1,13,4,0,0,,,,1107870,113,1300,em,1,11000,1,0,0,2,1,,1107849,
274,,10,,,,Elaeocarpaceae,Sloanea,guianensis,,210,1300,a,1,14,4,0,0,,,,214,1300,a,1,16,4,0,0,,,,1107871,215,1300,a,1,16000,1,0,0,0,2a,,1107843,
275,,10,,,,Myrtaceae,Myrcia,paivae,,190,1400,c,1,12,4,0,0,,,,192,1400,cm,1,10,4,0,0,,,,1107872,194,1400,cm,1,14000,1,0,0,2,2a,,1107856,
276,,11,,,,Moraceae,Helicostylis,tomentosa,,116,1300,a,1,9,4,0,0,,,,117,1300,a,1,13,4,0,0,,,,1107873,119,1300,a,1,17000,1,0,0,0,2b,,1107889,
277,,11,,,,Malvaceae,Eriotheca,globosa,,342,1800,a,1,13,4,0,0,,,,342,1800,a,1,18,4,0,0,,,,1107874,350,1800,a,1,21000,1,0,0,0,4,,1107897,
278,,11,,,,Rubiaceae,Faramea,torquata,,155,1800,a,1,7,4,0,0,,,,155,1800,a,1,7,4,0,0,,,,1107875,158,1800,a,1,15000,1,0,0,0,1,,1107887,
279,,11,,,,Elaeocarpaceae,Sloanea,sinemariensis,,137,1300,a,1,8,4,0,0,,,,138,1300,a,1,8,4,0,0,,,,1107876,148,1300,a,1,14000,1,0,0,0,2a,,1107900,
280,,11,,,,Rubiaceae,Faramea,torquata,,127,1700,a,1,9,4,0,0,,,,127,1700,a,1,9,4,0,0,,,,1107877,139,1700,a,1,12000,1,0,0,0,1,,1107898,
281,,11,,,,Rubiaceae,Faramea,torquata,,175,2200,a,1,8,4,0,0,,,,176,2200,a,1,10,4,0,0,,,,1107878,186,2200,a,1,12000,1,0,0,0,2a,,1107894,
282,,11,,,,Elaeocarpaceae,Sloanea,sinemariensis,,126,1700,a,1,8,4,0,0,,,,126,1700,a,1,9,4,0,0,,,,1107879,126,1700,a,1,12000,1,0,0,0,2a,,1107876,
283,,11,,,,Fabaceae,Andira,inermis,,291,1300,a,1,12,4,0,0,,,,291,1300,a,1,15,4,0,0,,,,1107880,292,1300,cm,1,21000,1,0,0,2,4,,1107879,
284,,11,,,,Chrysobalanaceae,Licania,indet,,146,1300,a,1,11,4,0,0,,,,147,1300,a,1,14,4,0,0,,,,1107881,148,1300,a,1,16000,1,0,0,0,2c,,1107884,
285,,11,,,,Malvaceae,Eriotheca,globosa,,135,1300,a,1,13,4,0,0,,,,136,1300,a,1,13,4,0,0,,,,1107882,136,1300,a,1,15000,1,0,0,0,2c,,1107885,
286,,11,,,,Myristicaceae,Iryanthera,juruensis,,263,1300,e,1,10,4,0,0,,,,261,1300,e,1,17,4,0,0,,,,1107883,261,1300,eq,1,23000,1,0,0,0,4,,1107891,
287,,11,,,,Elaeocarpaceae,Sloanea,sinemariensis,,201,1300,e,1,11,4,0,0,,,,202,1300,e,1,12,4,0,0,,,,1107884,203,1300,e,1,16000,1,0,0,0,2a,,1107895,
288,,11,,,,Elaeocarpaceae,Sloanea,sinemariensis,,111,1300,a,1,8,4,0,0,,,,112,1300,e,1,13,4,0,0,,,,1107885,115,1300,e,1,12000,1,0,0,0,2a,,1107881,
290,,11,,,,Euphorbiaceae,Hevea,guianensis,,325,1300,a,1,10,4,0,0,,,,326,1300,a,1,17,4,0,0,,,,1107886,337,1300,a,1,20000,1,0,0,0,4,,1107892,
291,,11,,,,Rubiaceae,Ferdinandusa,chlorantha,,161,1300,a,1,11,4,0,0,,,,163,1300,a,1,13,4,0,0,,,,1107887,175,1300,a,1,18000,1,0,0,1,4,,1107888,
292,,11,,,,Sapotaceae,Micropholis,guyanensis,,242,1300,a,1,12,4,0,0,,,,242,1300,a,1,14,4,0,0,,,,1107888,243,1300,lm,1,24000,1,0,0,3,3b,liana 289,1107896,
293,,11,,,,Calophyllaceae,Marila,indet,,239,1300,a,1,11,4,0,0,,,,255,1300,a,1,13,4,0,0,,,,1107889,274,1300,a,1,17000,1,0,0,0,4,,1107902,
294,,11,,,,Myrtaceae,Myrcia,paivae,,190,1300,a,1,11,4,0,0,,,,193,1300,m,1,14,4,0,0,,,,1107890,193,1300,m,1,18000,1,0,0,3,4,,1107883,
295,,11,,,,Elaeocarpaceae,Sloanea,guianensis,,111,1300,a,1,8,4,0,0,,,,112,1300,a,1,10,4,0,0,,,,1107891,124,1300,a,1,15000,1,0,0,1,4,,1107873,
296,,11,,,,Meliaceae,Guarea,macrophylla,,174,1300,e,1,10,4,0,0,,,,175,1300,a,1,12,4,0,0,,,,1107892,183,1300,a,1,15000,1,0,0,1,2a,,1107886,
297,,11,,,,Melastomataceae,Miconia,tetragona,,195,1900,a,1,13,4,0,0,,,,198,1900,a,1,13,4,0,0,,,,1107893,208,1900,a,1,20000,1,0,0,1,4,,1107893,
298,,11,,,,Vochysiaceae,Qualea,paraensis,,170,1300,a,1,9,4,0,0,,,,173,1300,a,1,10,4,0,0,,,,1107894,191,1300,a,1,20000,1,0,0,0,4,,1107890,
299,,11,,,,Elaeocarpaceae,Sloanea,sinemariensis,,101,1300,a,1,5,4,0,0,,,,103,1300,a,1,6,4,0,0,,,,1107895,106,1300,a,1,10000,1,0,0,0,1,,1107901,
300,,11,,,,Lauraceae,Licaria,pucheri,,265,1300,a,1,13,4,0,0,,,,268,1300,a,1,13,4,0,0,,,,1107896,271,1300,a,1,22000,1,0,0,0,4,,1107875,
301,,11,,,,Indet,Indet,indet,,109,1500,a,1,7,4,0,0,,,,110,1500,a,1,9,4,0,0,,,,1107897,110,1500,a,1,14000,1,0,0,0,1,,1107877,
302,,11,,,,Vochysiaceae,Qualea,paraensis,,156,1300,a,1,11,4,0,0,,,,160,1300,a,1,11,4,0,0,,,,1107898,165,1300,a,1,20000,1,0,0,0,3a,,1107878,
303,,11,,,,Malvaceae,Eriotheca,globosa,,164,1300,a,1,5,4,0,0,,,,165,1300,a,1,14,4,0,0,,,,1107899,165,1300,i,1,16000,1,0,0,0,1,,1107880,
304,,11,,,,Vochysiaceae,Qualea,paraensis,,127,1300,a,1,6,4,0,0,,,,129,1300,a,1,12,4,0,0,,,,1107900,141,1300,a,1,16000,1,0,0,0,4,,1107874,
305,,11,,,,Annonaceae,Unonopsis,spectabilis,,131,1300,e,1,5,4,0,0,,,,131,1300,e,1,12,4,0,0,,,,1107901,132,1300,a,1,14000,1,0,0,0,2a,,1107882,
306,,11,,,,Burseraceae,Trattinnickia,burserifolia,,135,1300,a,1,6,4,0,0,,,,141,1300,a,1,7,4,0,0,,,,1107902,141,1300,a,1,15000,1,0,0,0,3b,,1107899,
307,,12,,,,Sapotaceae,Micropholis,guyanensis,,123,1300,a,1,6,4,0,0,,,,127,1300,a,1,9,4,0,0,,,,1107903,131,1300,a,1,14000,1,0,0,0,2a,,1107917,
308,,12,,,,Annonaceae,Unonopsis,spectabilis,,113,1300,a,1,7,4,0,0,,,,114,1300,a,1,13,4,0,0,,,,1107904,117,1300,a,1,16000,1,0,0,0,2b,,1107908,
309,,12,,,,Lecythidaceae,Eschweilera,albiflora,,172,1300,a,1,9,4,0,0,,,,171,1300,a,1,14,4,0,0,,,,1107905,177,1300,a,1,19000,1,0,0,0,2c,,1107906,
310,,12,,,,Rubiaceae,Faramea,torquata,,126,1300,a,1,7,4,0,0,,,,130,1300,a,1,9,4,0,0,,,,1107906,142,1300,a,1,10000,1,0,0,0,2b,,1107909,
