FAMILY	GENUS	SPECIES	WSG
Violaceae	Leonia	crassa	0.65
Violaceae	Leonia	cymosa	0.65
Violaceae	Leonia	glycycarpa	0.6
Arecaceae	Leopoldinia	pulchra	0.48
Boraginaceae	Lepidocordia	punctata	0.77
Fabaceae	Leucaena	diversifolia	0.6
Fabaceae	Leucaena	lanceolata	0.94
Fabaceae	Leucaena	leucocephala	0.69
Fabaceae	Leucaena	trichodes	0.65
Chrysobalanaceae	Licania	alba	0.89
Chrysobalanaceae	Licania	apetala	0.76
Chrysobalanaceae	Licania	arborea	0.62
Chrysobalanaceae	Licania	brittoniana	0.68
Chrysobalanaceae	Licania	buxifolia	0.85
Chrysobalanaceae	Licania	canescens	0.88
Chrysobalanaceae	Licania	chocoensis	0.88
Chrysobalanaceae	Licania	coriacea	0.88
Chrysobalanaceae	Licania	davillifolia	0.88
Chrysobalanaceae	Licania	densiflora	0.81
Chrysobalanaceae	Licania	discolor	0.89
Chrysobalanaceae	Licania	divaricata	0.88
Chrysobalanaceae	Licania	elliptica	0.88
Chrysobalanaceae	Licania	emarginata	0.88
Chrysobalanaceae	Licania	fanshawei	0.89
Chrysobalanaceae	Licania	fuchsii	0.88
Chrysobalanaceae	Licania	gracilipes	0.84
Chrysobalanaceae	Licania	granvillei	0.77
Chrysobalanaceae	Licania	heteromorpha	0.82
Chrysobalanaceae	Licania	humilis	0.51
Chrysobalanaceae	Licania	hypoleuca	0.86
Chrysobalanaceae	Licania	impressa	0.92
Chrysobalanaceae	Licania	incana	0.86
Chrysobalanaceae	Licania	irwinii	0.88
Chrysobalanaceae	Licania	jimenezii	0.84
Chrysobalanaceae	Licania	kunthiana	0.88
Chrysobalanaceae	Licania	laxiflora	1.03
Chrysobalanaceae	Licania	licaniiflora	0.67
Chrysobalanaceae	Licania	macrophylla	0.76
Chrysobalanaceae	Licania	majuscula	0.88
Chrysobalanaceae	Licania	membranacea	0.88
Chrysobalanaceae	Licania	micrantha	0.84
Chrysobalanaceae	Licania	minutiflora	0.77
Chrysobalanaceae	Licania	mollis	0.95
Chrysobalanaceae	Licania	oblongifolia	0.88
Chrysobalanaceae	Licania	octandra	0.81
Chrysobalanaceae	Licania	ovalifolia	0.85
Chrysobalanaceae	Licania	pallida	0.88
Chrysobalanaceae	Licania	parviflora	0.82
Chrysobalanaceae	Licania	parvifolia	0.67
Chrysobalanaceae	Licania	parvifructa	0.89
Chrysobalanaceae	Licania	persaudii	0.95
Chrysobalanaceae	Licania	platypus	0.63
Chrysobalanaceae	Licania	polita	0.88
Chrysobalanaceae	Licania	robusta	0.89
Chrysobalanaceae	Licania	rodriguesii	0.84
Chrysobalanaceae	Licania	sandwithii	0.88
Chrysobalanaceae	Licania	sothersiae	0.84
Chrysobalanaceae	Licania	sparsipilis	0.56
Chrysobalanaceae	Licania	subarachnophylla	0.88
Chrysobalanaceae	Licania	ternatensis	0.85
Chrysobalanaceae	Licania	tomentosa	0.98
Chrysobalanaceae	Licania	unguiculata	0.88
Chrysobalanaceae	Licania	urceolaris	0.88
Lauraceae	Licaria	aritu	0.79
Lauraceae	Licaria	armeniaca	0.55
Lauraceae	Licaria	cannella	0.97
Lauraceae	Licaria	cayennensis	0.93
Lauraceae	Licaria	chrysophylla	0.78
Lauraceae	Licaria	guianensis	0.75
Lauraceae	Licaria	polyphylla	0.84
Lauraceae	Licaria	rigida	0.84
Lauraceae	Licaria	salicifolia	0.8
Lauraceae	Licaria	subbullata	0.84
Lauraceae	Licaria	triandra	0.9
Oleaceae	Ligustrum	lucidum	0.63
Salicaceae	Lindackeria	paludosa	0.56
Verbenaceae	Lippia	mcvaughi	0.7
Anacardiaceae	Lithraea	brasiliensis	0.98
Anacardiaceae	Lithraea	molleoides	0.47
Fabaceae	Lonchocarpus	araripensis	0.85
Fabaceae	Lonchocarpus	campestris	0.89
Fabaceae	Lonchocarpus	castilloi	0.51
Fabaceae	Lonchocarpus	constrictus	0.93
Fabaceae	Lonchocarpus	costaricensis	0.64
Fabaceae	Lonchocarpus	eriocarinalis	0.97
Fabaceae	Lonchocarpus	hedyosmus	0.77
Fabaceae	Lonchocarpus	heptaphyllus	0.69
Fabaceae	Lonchocarpus	hondurensis	0.83
Fabaceae	Lonchocarpus	hylobius	0.67
Fabaceae	Lonchocarpus	margaritensis	0.75
Fabaceae	Lonchocarpus	minimiflorus	0.78
Fabaceae	Lonchocarpus	muehlbergianus	0.66
Fabaceae	Lonchocarpus	parviflorus	0.89
Fabaceae	Lonchocarpus	peninsularis	0.79
Fabaceae	Lonchocarpus	sericeus	0.69
Fabaceae	Lonchocarpus	stramineus	0.75
Fabaceae	Lonchocarpus	unifoliolatus	0.86
Fabaceae	Lonchocarpus	velutinus	0.75
Melastomataceae	Loreya	arborescens	0.6
Melastomataceae	Loreya	mespiloides	0.6
Anacardiaceae	Loxopterygium	huasango	0.73
Anacardiaceae	Loxopterygium	sagotii	0.56
Malvaceae	Luehea	candida	0.91
Malvaceae	Luehea	cymulosa	0.48
Malvaceae	Luehea	divaricata	0.56
Malvaceae	Luehea	paniculata	0.54
Malvaceae	Luehea	seemannii	0.42
Malvaceae	Lueheopsis	duckeana	0.62
Malvaceae	Lueheopsis	rosea	0.33
Malvaceae	Lueheopsis	rugosa	0.55
Salicaceae	Lunania	mexicana	0.58
Salicaceae	Lunania	parviflora	0.64
Fabaceae	Lysiloma	latisiliquum	0.62
Fabaceae	Lysiloma	microphyllum	0.92
Euphorbiaceae	Mabea	nitida	0.65
Euphorbiaceae	Mabea	piriri	0.6
Euphorbiaceae	Mabea	speciosa	0.64
Euphorbiaceae	Mabea	subserrulata	0.6
Euphorbiaceae	Mabea	subsessilis	0.6
Olacaceae	Maburea	trinervis	0.82
Rubiaceae	Macbrideina	peruviana	0.54
Fabaceae	Machaerium	aculeatum	0.24
Fabaceae	Machaerium	acutifolium	1.12
Fabaceae	Machaerium	brasiliense	0.66
Fabaceae	Machaerium	fulvovenosum	1.04
Fabaceae	Machaerium	hirtum	0.66
Fabaceae	Machaerium	lunatum	0.24
Fabaceae	Machaerium	millei	0.24
Fabaceae	Machaerium	minutiflorum	0.84
Fabaceae	Machaerium	opacum	0.8
Fabaceae	Machaerium	scleroxylon	0.85
Fabaceae	Machaerium	villosum	0.78
Moraceae	Maclura	tinctoria	0.76
Apocynaceae	Macoubea	guianensis	0.41
Rubiaceae	Macrocnemum	roseum	0.45
Fabaceae	Macrolobium	acaciifolium	0.55
Fabaceae	Macrolobium	angustifolium	0.68
Fabaceae	Macrolobium	bifolium	0.67
Fabaceae	Macrolobium	limbatum	0.58
Magnoliaceae	Magnolia	grandiflora	0.37
Magnoliaceae	Magnolia	poasana	0.45
Magnoliaceae	Magnolia	portoricensis	0.7
Magnoliaceae	Magnolia	sororum	0.46
Magnoliaceae	Magnolia	splendens	0.59
Magnoliaceae	Magnolia	yoroconte	0.42
Sapindaceae	Magonia	pubescens	0.77
Clusiaceae	Mahurea	exstipulata	0.73
Clusiaceae	Mahurea	palustris	0.69
Annonaceae	Malmea	cuspidata	0.39
Apocynaceae	Malouetia	cestroides	0.58
Apocynaceae	Malouetia	duckei	0.57
Apocynaceae	Malouetia	naias	0.43
Clusiaceae	Mammea	americana	0.63
Sapotaceae	Manilkara	bidentata	0.87
Sapotaceae	Manilkara	cavalcantei	0.83
Sapotaceae	Manilkara	chicle	1.04
Sapotaceae	Manilkara	huberi	0.93
Sapotaceae	Manilkara	inundata	0.8
Sapotaceae	Manilkara	paraensis	0.86
Sapotaceae	Manilkara	salzmannii	1.03
Sapotaceae	Manilkara	venulosa	0.75
Icacinaceae	Mappia	longipes	0.65
Euphorbiaceae	Maprounea	guianensis	0.6
Moraceae	Maquira	calophylla	0.62
Moraceae	Maquira	coriacea	0.54
Moraceae	Maquira	guianensis	0.78
Moraceae	Maquira	sclerophylla	0.53
Euphorbiaceae	Margaritaria	nobilis	0.62
