"","Tag.No","Old.No","T1","T2","X","Y","Family","genus","species","Old.Tree.Notes","D..2013.1","POM..2013.1","F1..2013.1","F2..2013.1","Height..2013.1","F5..2013.1","F3..2013.1","F4..2013.1","LI..2013.1","CI..2013.1","Census.Notes..2013.1","D..2014.2","POM..2014.2","F1","F2","Height..2014.2","F5","F3","F4","LI..2014.2","CI..2014.2","Tree.ID","D..2015.1","POM..2015.1","F1.1","F2.1","Height..2015.1","F5.1","F3.1","F4.1","LI..2015.1","CI..2015.1","Census.Notes","Tree.ID.1","New.Tag.No","wdensity","height","density","tag","plot","DBH.1","DBH.2","DBH.3","dbh_growth_yr","recruits","srink","missing","overgrown","value_replaced"
"519",515,NA,16,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,285,1300,"a",1,9,4,0,0,0,1,NA,290,1300,"c","1",NA,NA,0,0,NA,NA,1105897,293,1300,"c","1",12000,NA,0,0,0,"3a",NA,1105897,NA,0.540014577613546,10.5,0.540014577613546,"515","ACJ-01",28.5,29,29.3,0.437649880095923,"ok","ok","ok","ok",NA
"520",516,NA,16,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,184,1300,"a",1,12,4,0,0,0,1,NA,189,1300,"a","1",NA,NA,0,0,NA,NA,1105898,192,1300,"a","1",12000,NA,0,0,0,"4",NA,1105898,NA,0.639235706846016,12,0.639235706846016,"516","ACJ-01",18.4,18.9,19.2,0.437649880095923,"ok","ok","ok","ok",NA
"521",517,NA,16,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,185,1300,"a",1,10,4,0,0,0,1,NA,190,1300,"c","1",NA,NA,0,0,NA,NA,1105899,192,1300,"c","1",10000,NA,0,0,0,"3a",NA,1105899,NA,0.430781927700787,10,0.430781927700787,"517","ACJ-01",18.5,19,19.2,0.437649880095923,"ok","ok","ok","ok",NA
"522",518,NA,16,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,216,1300,"a",1,14,4,0,0,0,1,NA,220,1300,"ah","1",NA,NA,0,0,NA,NA,1105900,217,1300,"a","1",11000,NA,0,0,0,"3a",NA,1105900,NA,0.540014577613546,12.5,0.540014577613546,"518","ACJ-01",21.6,22,21.7,0.350119904076737,"ok","ok","ok","ok",NA
"523",519,NA,16,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,303,1300,"a",1,12,4,0,0,0,1,NA,300,1300,"c","1",NA,NA,0,0,NA,NA,1105901,301,1300,"ch","1",12000,NA,0,0,1,"3b",NA,1105901,NA,0.639235706846016,12,0.639235706846016,"519","ACJ-01",30.3,30,30.1,-0.262589928057555,"ok","ok","ok","ok",NA
"524",520,NA,16,519,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,364,1300,"a",1,13,4,0,0,0,1,NA,370,1300,"ah","1",NA,NA,0,0,NA,NA,1105902,370,1300,"ah","1",13000,NA,0,0,1,"4",NA,1105902,NA,0.639235706846016,13,0.639235706846016,"520","ACJ-01",36.4,37,37,0.525179856115109,"ok","ok","ok","ok",NA
"525",521,NA,16,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,155,1300,"a",1,6,4,0,0,0,1,NA,157,1300,"c","1",NA,NA,0,0,NA,NA,1105903,159,1300,"c","1",7000,NA,0,0,0,"2a",NA,1105903,NA,0.599808019773585,6.5,0.599808019773585,"521","ACJ-01",15.5,15.7,15.9,0.175059952038369,"ok","ok","ok","ok",NA
"526",522,NA,16,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,222,1300,"a",1,7,4,0,0,0,1,NA,230,1300,"c","1",NA,NA,0,0,NA,NA,1105904,231,1300,"cm","1",8000,NA,0,0,3,"2c",NA,1105904,NA,0.540014577613546,7.5,0.540014577613546,"522","ACJ-01",22.2,23,23.1,0.700239808153478,"ok","ok","ok","ok",NA
"527",523,NA,16,NA,NA,NA,"Symplocaceae","Symplocos","psiloclada",NA,152,1300,"a",1,5,4,0,0,0,1,NA,155,1300,"c","1",NA,NA,0,0,NA,NA,1105905,155,1300,"ci","1",7000,NA,0,0,2,"3a",NA,1105905,NA,0.574563977,6,0.574563977,"523","ACJ-01",15.2,15.5,15.5,0.262589928057555,"ok","ok","ok","ok",NA
"528",524,NA,16,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,168,1300,"a",1,8,4,0,0,0,1,NA,168,1300,"a","1",NA,NA,0,0,NA,NA,1105906,169,1300,"i","1",10000,NA,0,0,0,"2c",NA,1105906,NA,0.639235706846016,9,0.639235706846016,"524","ACJ-01",16.8,16.8,16.9,0,"ok","ok","ok","ok",NA
"529",525,NA,16,524,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,230,1300,"a",1,8,4,0,0,0,1,NA,327,1300,"a","1",NA,NA,0,0,NA,NA,1105907,227,1300,"a","1",11000,NA,0,0,0,"3a",NA,1105907,NA,0.639235706846016,9.5,0.639235706846016,"525","ACJ-01",23,28.7123287671233,32.7,8.49040767386091,"ok","shrunk.dbh.3","ok",">2cm growth per yr dbh.2",32.7
"530",526,NA,16,NA,NA,NA,"Primulaceae","Myrsine","dependens",NA,151,1300,"a",1,6,4,0,0,0,1,NA,156,1300,"c","1",NA,NA,0,0,NA,NA,1105908,150,1300,"ci","1",10000,NA,0,0,0,"3a",NA,1105908,NA,0.733252036330909,8,0.733252036330909,"526","ACJ-01",15.1,15.6,15,0.437649880095923,"ok","ok","ok","ok",NA
"531",527,NA,16,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,147,1300,"a",1,11,4,0,0,0,1,NA,148,1300,"a","1",NA,NA,0,0,NA,NA,1105909,149,1300,"a","1",11000,NA,0,0,0,"3b",NA,1105909,NA,0.639235706846016,11,0.639235706846016,"527","ACJ-01",14.7,14.8,14.9,0.0875299760191859,"ok","ok","ok","ok",NA
"532",528,NA,16,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,242,1300,"a",1,15,4,0,0,0,1,NA,247,1300,"a","1",NA,NA,0,0,NA,NA,1105910,248,1300,"a","1",12000,NA,0,0,0,"3b",NA,1105910,NA,0.639235706846016,13.5,0.639235706846016,"528","ACJ-01",24.2,24.7,24.8,0.437649880095923,"ok","ok","ok","ok",NA
"533",529,NA,16,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,318,1300,"a",1,12,4,0,0,0,1,NA,318,1300,"ah","1",NA,NA,0,0,NA,NA,1105911,324,1300,"g","1",11000,NA,0,0,1,"3b",NA,1105911,NA,0.639235706846016,11.5,0.639235706846016,"529","ACJ-01",31.8,31.8,32.4,0,"ok","ok","ok","ok",NA
"534",530,NA,16,529,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,103,1300,"a",1,10,4,0,0,0,1,NA,110,1300,"ah","1",NA,NA,0,0,NA,NA,1105912,105,1300,"ah","1",10000,NA,0,0,1,"3a",NA,1105912,NA,0.639235706846016,10,0.639235706846016,"530","ACJ-01",10.3,11,10.5,0.612709832134292,"ok","ok","ok","ok",NA
"535",531,NA,16,529,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,319,1300,"a",1,12,4,0,0,0,1,NA,360,1300,"ah","1",NA,NA,0,0,NA,NA,1105913,319,1300,"ch","1",13000,NA,0,0,1,"4",NA,1105913,NA,0.639235706846016,12.5,0.639235706846016,"531","ACJ-01",31.9,36,36,3.58872901678657,"ok","shrunk.dbh.3","ok","ok",NA
"536",532,NA,16,529,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,147,1300,"a",1,12,4,0,0,0,1,NA,142,1300,"ah","1",NA,NA,0,0,NA,NA,1105914,150,1300,"bih","1",7000,NA,0,0,1,"2b","b=7000",1105914,NA,0.639235706846016,9.5,0.639235706846016,"532","ACJ-01",14.7,14.2,15,-0.437649880095923,"ok","ok","ok","ok",NA
"537",533,NA,16,529,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,300,1300,"a",1,13,4,0,0,0,1,NA,301,1300,"ah","1",NA,NA,0,0,NA,NA,1105915,301,1300,"ah","1",10000,NA,0,0,0,"3a",NA,1105915,NA,0.639235706846016,11.5,0.639235706846016,"533","ACJ-01",30,30.1,30.1,0.0875299760191859,"ok","ok","ok","ok",NA
"538",534,NA,16,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,296,1300,"a",1,12,4,0,0,0,1,NA,297,1300,"c","1",NA,NA,0,0,NA,NA,1105916,299,1300,"c","1",12000,NA,0,0,1,"3b",NA,1105916,NA,0.540014577613546,12,0.540014577613546,"534","ACJ-01",29.6,29.7,29.9,0.0875299760191828,"ok","ok","ok","ok",NA
"539",535,NA,16,NA,NA,NA,"Symplocaceae","Symplocos","psiloclada",NA,173,1300,"a",1,12,4,0,0,0,1,NA,173,1300,"a","1",NA,NA,0,0,NA,NA,1105917,175,1300,"c","1",11000,NA,0,0,1,"3b",NA,1105917,NA,0.574563977,11.5,0.574563977,"535","ACJ-01",17.3,17.3,17.5,0,"ok","ok","ok","ok",NA
"540",536,NA,16,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,230,1300,"a",1,11,4,0,0,0,1,NA,238,1300,"a","1",NA,NA,0,0,NA,NA,1105918,239,1300,"a","1",11000,NA,0,0,0,"4",NA,1105918,NA,0.639235706846016,11,0.639235706846016,"536","ACJ-01",23,23.8,23.9,0.700239808153478,"ok","ok","ok","ok",NA
"541",537,NA,16,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,119,1300,"a",1,8,4,0,0,0,1,NA,123,1300,"a","1",NA,NA,0,0,NA,NA,1105919,123,1300,"a","1",7000,NA,0,0,0,"1",NA,1105919,NA,0.430781927700787,7.5,0.430781927700787,"537","ACJ-01",11.9,12.3,12.3,0.350119904076739,"ok","ok","ok","ok",NA
"542",538,NA,16,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,209,1300,"a",1,7,4,0,0,0,1,NA,210,1300,"a","1",NA,NA,0,0,NA,NA,1105920,208,1300,"a","1",11000,NA,0,0,0,"3b",NA,1105920,NA,0.639235706846016,9,0.639235706846016,"538","ACJ-01",20.9,21,20.8,0.0875299760191859,"ok","ok","ok","ok",NA
"543",539,NA,16,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,363,1300,"a",1,13,4,0,0,0,1,NA,363,1300,"a","1",NA,NA,0,0,NA,NA,1105921,363,1300,"m","1",12000,NA,0,0,2,"3b",NA,1105921,NA,0.639235706846016,12.5,0.639235706846016,"539","ACJ-01",36.3,36.3,36.3,0,"ok","ok","ok","ok",NA
"544",540,NA,16,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,230,1300,"a",1,15,4,0,0,0,1,NA,234,1300,"a","1",NA,NA,0,0,NA,NA,1105922,236,1300,"e","1",11000,NA,0,0,0,"3b",NA,1105922,NA,0.540014577613546,13,0.540014577613546,"540","ACJ-01",23,23.4,23.6,0.350119904076737,"ok","ok","ok","ok",NA
"545",541,NA,16,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,239,1300,"a",1,14,4,0,0,0,1,NA,243,1300,"a","1",NA,NA,0,0,NA,NA,1105923,242,1300,"q","1",10000,NA,0,0,0,"3b",NA,1105923,NA,0.639235706846016,12,0.639235706846016,"541","ACJ-01",23.9,24.3,24.2,0.35011990407674,"ok","ok","ok","ok",NA
"546",542,NA,16,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,246,1300,"a",1,11,4,0,0,0,1,NA,244,1300,"a","1",NA,NA,0,0,NA,NA,1105924,249,1300,"e","1",12000,NA,0,0,0,"4",NA,1105924,NA,0.639235706846016,11.5,0.639235706846016,"542","ACJ-01",24.6,24.4,24.9,-0.175059952038372,"ok","ok","ok","ok",NA
"547",543,NA,16,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,186,1300,"a",1,10,4,0,0,0,1,NA,190,1300,"a","1",NA,NA,0,0,NA,NA,1105925,191,1300,"a","1",9000,NA,0,0,0,"4",NA,1105925,NA,0.540014577613546,9.5,0.540014577613546,"543","ACJ-01",18.6,19,19.1,0.350119904076737,"ok","ok","ok","ok",NA
"548",544,NA,16,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,121,1300,"a",1,6,4,0,0,0,1,NA,125,1300,"c","1",NA,NA,0,0,NA,NA,1105926,128,1300,"c","1",8000,NA,0,0,0,"3b",NA,1105926,NA,0.540014577613546,7,0.540014577613546,"544","ACJ-01",12.1,12.5,12.8,0.350119904076739,"ok","ok","ok","ok",NA
"549",545,NA,16,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,108,1300,"a",1,5,4,0,0,0,1,NA,115,1300,"c","1",NA,NA,0,0,NA,NA,1105927,120,1300,"c","1",6000,NA,0,0,1,"3b",NA,1105927,NA,0.540014577613546,5.5,0.540014577613546,"545","ACJ-01",10.8,11.5,12,0.612709832134292,"ok","ok","ok","ok",NA
"550",546,NA,16,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,262,1300,"a",1,9,4,0,0,0,1,NA,265,1300,"a","1",NA,NA,0,0,NA,NA,1105928,266,1300,"a","1",10000,NA,0,0,0,"3b",NA,1105928,NA,0.540014577613546,9.5,0.540014577613546,"546","ACJ-01",26.2,26.5,26.6,0.262589928057555,"ok","ok","ok","ok",NA
"551",547,NA,16,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,290,1300,"a",1,8,4,0,0,0,1,NA,313,1300,"a","1",NA,NA,0,0,NA,NA,1105929,292,1300,"c","1",11000,NA,0,0,0,"4",NA,1105929,NA,0.639235706846016,9.5,0.639235706846016,"547","ACJ-01",29,31.3,29.2,2.01318944844125,"ok","ok","ok","ok",NA
"552",548,NA,16,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,130,1300,"a",1,10,4,0,0,0,1,NA,130,1300,"a","1",NA,NA,0,0,NA,NA,1105930,302,1300,"e","1",11000,NA,0,0,0,"4",NA,1105930,NA,0.540014577613546,10.5,0.540014577613546,"548","ACJ-01",13,13,18.013698630137,0,"ok","ok","ok",">2cm growth per yr dbh.3",30.2
"553",549,NA,16,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,170,1300,"a",1,8,4,0,0,0,1,NA,207,1300,"c","1",NA,NA,0,0,NA,NA,1105931,175,1300,"c","1",9000,NA,0,0,0,"4",NA,1105931,NA,0.540014577613546,8.5,0.540014577613546,"549","ACJ-01",17,20.7,20.7,3.23860911270983,"ok","shrunk.dbh.3","ok","ok",NA
"554",550,NA,17,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,129,1300,"a",1,5,4,0,0,0,1,NA,137,1300,"ch","1",NA,NA,0,0,NA,NA,1105932,136,1300,"ch","1",6000,NA,0,0,1,"3b",NA,1105932,NA,0.599808019773585,5.5,0.599808019773585,"550","ACJ-01",12.9,13.7,13.6,0.700239808153476,"ok","ok","ok","ok",NA
"555",551,NA,17,550,NA,NA,"Melastomataceae","Miconia","setulosa",NA,101,1300,"a",1,5,4,0,0,0,1,NA,108,1300,"ch","1",NA,NA,0,0,NA,NA,1105933,112,1300,"ch","1",5000,NA,0,0,2,"3a",NA,1105933,NA,0.599808019773585,5,0.599808019773585,"551","ACJ-01",10.1,10.8,11.2,0.612709832134293,"ok","ok","ok","ok",NA
"556",552,NA,17,NA,NA,NA,"Lauraceae","Persea","ruizii",NA,114,1300,"a",1,6,4,0,0,0,1,NA,118,1300,"a","1",NA,NA,0,0,NA,NA,1105934,123,1300,"cm","1",6000,NA,0,0,2,"3a",NA,1105934,NA,0.532941852631206,6,0.532941852631206,"552","ACJ-01",11.4,11.8,12.3,0.350119904076739,"ok","ok","ok","ok",NA
"557",553,NA,17,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,594,1300,"a",1,15,4,0,0,0,1,NA,607,1300,"a","1",NA,NA,0,0,NA,NA,1105935,610,1300,"e","1",13000,NA,0,0,0,"5",NA,1105935,NA,0.540014577613546,14,0.540014577613546,"553","ACJ-01",59.4,60.7,61,1.1378896882494,"ok","ok","ok","ok",NA
"558",554,NA,17,NA,NA,NA,"Symplocaceae","Symplocos","psiloclada",NA,179,1300,"a",1,6,4,0,0,0,1,NA,181,1300,"ah","1",NA,NA,0,0,NA,NA,1105936,182,1300,"c","1",8000,NA,0,0,0,"2b",NA,1105936,NA,0.574563977,7,0.574563977,"554","ACJ-01",17.9,18.1,18.2,0.175059952038372,"ok","ok","ok","ok",NA
"559",555,NA,17,NA,NA,NA,"Lauraceae","Persea","ruizii",NA,167,1300,"a",1,7,4,0,0,0,1,NA,165,1300,"ah","1",NA,NA,0,0,NA,NA,1105937,167,1300,"c","1",7000,NA,0,0,1,"3a",NA,1105937,NA,0.532941852631206,7,0.532941852631206,"555","ACJ-01",16.7,16.5,16.7,-0.175059952038369,"ok","ok","ok","ok",NA
"560",556,NA,17,554,NA,NA,"Symplocaceae","Symplocos","psiloclada",NA,131,1300,"a",1,6,4,0,0,0,1,NA,133,1300,"ah","1",NA,NA,0,0,NA,NA,1105938,133,1300,"a","1",8000,NA,0,0,2,"3a",NA,1105938,NA,0.574563977,7,0.574563977,"556","ACJ-01",13.1,13.3,13.3,0.17505995203837,"ok","ok","ok","ok",NA
"561",557,NA,17,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,233,1300,"a",1,9,4,0,0,0,1,NA,225,1300,"d","1",NA,NA,0,0,NA,NA,1105939,232,1300,"dei","1",10000,NA,0,0,0,"2c",NA,1105939,NA,0.639235706846016,9.5,0.639235706846016,"557","ACJ-01",23.3,22.5,23.2,-0.700239808153478,"ok","ok","ok","ok",NA
"562",558,NA,17,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,207,1300,"a",1,8,4,0,0,0,1,NA,187,1300,"d","1",NA,NA,0,0,NA,NA,1105940,193,1300,"dei","1",7000,NA,0,0,0,"1",NA,1105940,NA,0.639235706846016,7.5,0.639235706846016,"558","ACJ-01",20.7,18.7,19.3,-1.75059952038369,"ok","ok","ok","ok",NA
"563",559,NA,17,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,156,1300,"a",1,6,4,0,0,0,1,NA,166,1300,"a","1",NA,NA,0,0,NA,NA,1105941,157,1300,"c","1",7000,NA,0,0,1,"3b",NA,1105941,NA,0.639235706846016,6.5,0.639235706846016,"559","ACJ-01",15.6,16.6,15.7,0.875299760191848,"ok","ok","ok","ok",NA
"564",560,NA,17,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,255,1300,"a",1,15,4,0,0,0,1,NA,267,1300,"a","1",NA,NA,0,0,NA,NA,1105942,261,1300,"a","1",11000,NA,0,0,1,"4",NA,1105942,NA,0.540014577613546,13,0.540014577613546,"560","ACJ-01",25.5,26.7,26.1,1.05035971223022,"ok","ok","ok","ok",NA
"565",561,NA,17,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,175,1300,"a",1,11,4,0,0,0,1,NA,277,1300,"a","1",NA,NA,0,0,NA,NA,1105943,178,1300,"a","1",11000,NA,0,0,0,"3b",NA,1105943,NA,0.540014577613546,11,0.540014577613546,"561","ACJ-01",17.5,23.2123287671233,27.7,8.92805755395683,"ok","shrunk.dbh.3","ok",">2cm growth per yr dbh.2",27.7
"566",562,NA,17,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,302,1300,"a",1,10,4,0,0,0,1,NA,310,1300,"c","1",NA,NA,0,0,NA,NA,1105944,304,1300,"c","1",11000,NA,0,0,0,"3b",NA,1105944,NA,0.639235706846016,10.5,0.639235706846016,"562","ACJ-01",30.2,31,30.4,0.700239808153478,"ok","ok","ok","ok",NA
"567",563,NA,17,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,397,1300,"a",1,11,4,0,0,0,1,NA,416,1300,"c","1",NA,NA,0,0,NA,NA,1105945,424,1300,"c","1",12000,NA,0,0,0,"3b",NA,1105945,NA,0.639235706846016,11.5,0.639235706846016,"563","ACJ-01",39.7,41.6,42.4,1.66306954436451,"ok","ok","ok","ok",NA
"568",564,NA,17,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,181,1300,"a",1,7,4,0,0,0,1,NA,165,1300,"c","1",NA,NA,0,0,NA,NA,1105946,182,1300,"a","1",10000,NA,0,0,2,"3a",NA,1105946,NA,0.540014577613546,8.5,0.540014577613546,"564","ACJ-01",18.1,16.5,18.2,-1.40047961630696,"ok","ok","ok","ok",NA
"569",565,NA,17,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,271,1300,"a",1,11,4,0,0,0,1,NA,233,1300,"c","1",NA,NA,0,0,NA,NA,1105947,276,1300,"c","1",12000,NA,0,0,0,"3b",NA,1105947,NA,0.540014577613546,11.5,0.540014577613546,"565","ACJ-01",27.1,27.1,27.6,-3.32613908872902,"ok","shrunk.dbh.2","ok","ok",NA
"570",566,NA,17,NA,NA,NA,"Symplocaceae","Symplocos","baehnii",NA,268,1300,"a",1,6,4,0,0,0,1,NA,216,1300,"c","1",NA,NA,0,0,NA,NA,1105948,262,1300,"bgi","1",7000,NA,0,0,0,"2c","b=5  g por la mitad, sin placa",1105948,NA,0.574563977,6.5,0.574563977,"566","ACJ-01",26.8,26.8,26.2,-4.5515587529976,"ok","shrunk.dbh.2","ok","ok",NA
"571",567,NA,17,NA,NA,NA,"Melastomataceae","Miconia","indet",NA,100,1300,"a",1,10,4,0,0,0,1,NA,102,1300,"c","1",NA,NA,0,0,NA,NA,1105949,99,1300,"z","1",4000,NA,0,0,0,"1",NA,1105949,NA,0.599808019773585,7,0.599808019773585,"567","ACJ-01",10,10.2,9.9,0.175059952038369,"ok","ok","ok","ok",NA
"572",568,NA,17,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,156,1300,"a",1,12,4,0,0,0,1,NA,167,1300,"ah","1",NA,NA,0,0,NA,NA,1105950,159,1300,"a","1",10000,NA,0,0,0,"3b",NA,1105950,NA,0.639235706846016,11,0.639235706846016,"568","ACJ-01",15.6,16.7,15.9,0.962829736211031,"ok","ok","ok","ok",NA
"573",569,NA,17,568,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,214,1300,"a",1,12,4,0,0,0,1,NA,215,1300,"ah","1",NA,NA,0,0,NA,NA,1105951,218,1300,"ch","1",11000,NA,0,0,0,"3a",NA,1105951,NA,0.639235706846016,11.5,0.639235706846016,"569","ACJ-01",21.4,21.5,21.8,0.0875299760191859,"ok","ok","ok","ok",NA
"574",570,NA,17,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,167,1300,"a",1,10,4,0,0,0,1,NA,170,1300,"a","1",NA,NA,0,0,NA,NA,1105952,172,1300,"a","1",11000,NA,0,0,0,"3b",NA,1105952,NA,0.540014577613546,10.5,0.540014577613546,"570","ACJ-01",16.7,17,17.2,0.262589928057555,"ok","ok","ok","ok",NA
"575",571,NA,17,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,133,1300,"a",1,13,4,0,0,0,1,NA,137,1300,"c","1",NA,NA,0,0,NA,NA,1105953,134,1300,"c","1",10000,NA,0,0,0,"2c",NA,1105953,NA,0.540014577613546,11.5,0.540014577613546,"571","ACJ-01",13.3,13.7,13.4,0.350119904076737,"ok","ok","ok","ok",NA
"576",572,NA,17,NA,NA,NA,"Melastomataceae","Miconia","indet",NA,101,1300,"a",1,6,4,0,0,0,1,NA,102,1300,"c","1",NA,NA,0,0,NA,NA,1105954,105,1300,"c","1",7000,NA,0,0,0,"2a",NA,1105954,NA,0.599808019773585,6.5,0.599808019773585,"572","ACJ-01",10.1,10.2,10.5,0.0875299760191843,"ok","ok","ok","ok",NA
"577",573,NA,17,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,151,1300,"a",1,11,4,0,0,0,1,NA,153,1300,"c","1",NA,NA,0,0,NA,NA,1105955,153,1300,"c","1",10000,NA,0,0,1,"2c",NA,1105955,NA,0.574563977,10.5,0.574563977,"573","ACJ-01",15.1,15.3,15.3,0.17505995203837,"ok","ok","ok","ok",NA
"578",574,NA,17,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,198,1300,"a",1,10,4,0,0,0,1,NA,202,1300,"a","1",NA,NA,0,0,NA,NA,1105956,201,1300,"a","1",11000,NA,0,0,1,"3b",NA,1105956,NA,0.574563977,10.5,0.574563977,"574","ACJ-01",19.8,20.2,20.1,0.350119904076737,"ok","ok","ok","ok",NA
"579",575,NA,17,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,138,1300,"a",1,7,4,0,0,0,1,NA,137,1300,"c","1",NA,NA,0,0,NA,NA,1105957,137,1300,"a","1",9000,NA,0,0,2,"3b",NA,1105957,NA,0.574563977,8,0.574563977,"575","ACJ-01",13.8,13.7,13.7,-0.0875299760191859,"ok","ok","ok","ok",NA
"580",576,NA,17,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,283,1300,"a",1,9,4,0,0,0,1,NA,286,1300,"a","1",NA,NA,0,0,NA,NA,1105958,280,1300,"a","1",9000,NA,0,0,1,"3a",NA,1105958,NA,0.599808019773585,9,0.599808019773585,"576","ACJ-01",28.3,28.6,28,0.262589928057555,"ok","ok","ok","ok",NA
"581",577,NA,17,NA,NA,NA,"Clethraceae","Clethra","indet",NA,182,1300,"a",1,12,4,0,0,0,1,NA,189,1300,"a","1",NA,NA,0,0,NA,NA,1105959,197,1300,"a","1",10000,NA,0,0,1,"3a",NA,1105959,NA,0.540014577613546,11,0.540014577613546,"577","ACJ-01",18.2,18.9,19.7,0.612709832134292,"ok","ok","ok","ok",NA
"582",578,NA,17,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,300,1300,"a",1,10,4,0,0,0,1,NA,305,1300,"a","1",NA,NA,0,0,NA,NA,1105960,309,1300,"c","1",11000,NA,0,0,1,"3b",NA,1105960,NA,0.540014577613546,10.5,0.540014577613546,"578","ACJ-01",30,30.5,30.9,0.437649880095923,"ok","ok","ok","ok",NA
"583",579,NA,17,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,297,1300,"a",1,12,4,0,0,0,1,NA,301,1300,"a","1",NA,NA,0,0,NA,NA,1105961,301,1300,"a","1",12000,NA,0,0,1,"4",NA,1105961,NA,0.639235706846016,12,0.639235706846016,"579","ACJ-01",29.7,30.1,30.1,0.35011990407674,"ok","ok","ok","ok",NA
"584",580,NA,17,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,260,1300,"a",1,10,4,0,0,0,1,NA,265,1300,"a","1",NA,NA,0,0,NA,NA,1105962,246,1300,"cm","1",11000,NA,0,0,1,"3b",NA,1105962,NA,0.540014577613546,10.5,0.540014577613546,"580","ACJ-01",26,26.5,24.6,0.437649880095923,"ok","ok","ok","ok",NA
"585",581,NA,17,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,326,1300,"a",1,13,4,0,0,0,1,NA,345,1300,"a","1",NA,NA,0,0,NA,NA,1105963,332,1300,"a","1",13000,NA,0,0,0,"4",NA,1105963,NA,0.540014577613546,13,0.540014577613546,"581","ACJ-01",32.6,34.5,33.2,1.66306954436451,"ok","ok","ok","ok",NA
"586",582,NA,17,NA,NA,NA,"Melastomataceae","Miconia","indet",NA,199,1300,"a",1,11,4,0,0,0,1,NA,204,1300,"c","1",NA,NA,0,0,NA,NA,1105964,207,1300,"c","1",9000,NA,0,0,1,"3b",NA,1105964,NA,0.599808019773585,10,0.599808019773585,"582","ACJ-01",19.9,20.4,20.7,0.437649880095923,"ok","ok","ok","ok",NA
