Time ,Day,Month,Year,Light,WindSpeed,WindDir,Rainfall,Pressure,Temperature,RH
14:00,1,9,2013,32.35496,0,330,0.199,739.8472,12.75,45.85263
14:30,1,9,2013,46.25239,0,20,0.398,739.8472,12.46323,47.58948
15:00,1,9,2013,26.70913,0,5,0,739.5517,12.24265,47
15:30,1,9,2013,40.82371,0,310,0,739.2561,11.9854,47.88421
16:00,1,9,2013,39.95512,0,105,0,739.5517,12.03677,47.96842
16:30,1,9,2013,47.55527,0,125,0,739.5517,12.24265,48.28421
17:00,1,9,2013,20.629,0,125,0,739.5517,12.06618,47.56842
17:30,1,9,2013,4.1258,0,125,0,739.8472,11.90511,47.11579
18:00,1,9,2013,-0.21715,0,125,0,739.8472,11.81752,46.70527
18:30,1,9,2013,0,0,125,0,739.8472,11.70803,46.24211
19:00,1,9,2013,0,0,125,0.398,740.1428,11.60584,46.6
19:30,1,9,2013,0,0,125,0,740.4384,11.52555,45.83158
20:00,1,9,2013,-0.21715,0,125,0,740.734,11.40876,45.21053
20:30,1,9,2013,0,0,125,0,740.734,11.35036,45.11579
21:00,1,9,2013,-0.21715,0,235,0,740.4384,11.09489,45.74737
21:30,1,9,2013,0,0,130,0,740.4384,10.71429,45.78947
22:00,1,9,2013,0,0,345,0,740.734,10.4,45.2
22:30,1,9,2013,0,0,345,0,740.734,10.61429,43.97895
23:00,1,9,2013,-0.21715,0,345,0,740.734,10.84286,44.51579
23:30,1,9,2013,-0.21715,0,345,0,740.734,10.89286,44.07368
0:00,2,9,2013,-0.21715,0,345,0,740.4384,10.74286,44.49474
0:30,2,9,2013,-0.21715,0,345,0,740.734,10.49286,44.83158
1:00,2,9,2013,0,0,345,0.199,740.4384,10.40714,44.49474
1:30,2,9,2013,-0.21715,0,345,0,740.1428,10.37857,44.28421
2:00,2,9,2013,0,0,350,0,740.1428,10.34286,44.09474
2:30,2,9,2013,-0.21715,0,110,0,740.4384,10.27143,44.04211
3:00,2,9,2013,-0.21715,0,250,0,740.1428,9.96454,45.22105
